"Hillnumber","_Section","Hillname","Section","Region","Area","Metres","Feet","Map","Map25","Gridref","Colgridref","Colheight","Drop","Gridref10","Feature","Observations","Survey","Climbed","Classification","Countyname","Revision","Comments","xcoord","ycoord","Latitude","Longitude","Streetmap","Getamap","Ma","sMa","xMa","twinMa","xsMa","M","MT","xMT","C","CTM","CTC","xC","xCT","G","GTM","GTC","GTG","sG","D","DT","xDT","Mur","sMur","Hew","sHew","N","xN","W","WO","BL","Dewey","x5","B","Hu","xHu","twinHu","Bg","T100","COH","COA","COU","CoL"
"1155","16.3","Beinn Stumanadh","16C","M16C","","527","1729","10","448S","NC640499","NC645450","138","389","NC 64089 49888","cairn","slightly higher than trig point and 12m NW","Abney level","","Ma","","10/03/07 00:00:00","","264088","949901","58.41625","-4.32833","#http://www.streetmap.co.uk/newmap.srf?x=264088&y=949901&z=3&sv=264088,949901&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC640499#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1156","16.3","Smean","16C","M16C","","511","1677","17","444E","ND032276","ND042272","300","211","ND 03260 27623","small cairn on rock tor","","obvious summit","","Ma","","28/01/04 00:00:00","","303260","927635","58.22679","-3.64881","#http://www.streetmap.co.uk/newmap.srf?x=303260&y=927635&z=3&sv=303260,927635&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND032276#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1157","16.3","Maiden Pap","16C","M16C","","484","1588","11 17","444E 450W","ND048293","ND041285","314","170","","","","","","Ma","","28/10/01 00:00:00","","304800","929300","58.24207","-3.62328","#http://www.streetmap.co.uk/newmap.srf?x=304800&y=929300&z=3&sv=304800,929300&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND048293#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1158","16.3","Braigh na h-Eaglaise","16C","M16C","","422","1385","17","444E","ND064221","ND021213","243","179","","","","","","Ma","","15/01/03 00:00:00","","306400","922100","58.17777","-3.59314","#http://www.streetmap.co.uk/newmap.srf?x=306400&y=922100&z=3&sv=306400,922100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND064221#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1159","16.3","Beinn Dubhain","16C","M16C","","417","1368","17","444W","NC936207","NC936224","195","222","","","","","","Ma","","15/01/03 00:00:00","","293600","920700","58.1623","-3.81002","#http://www.streetmap.co.uk/newmap.srf?x=293600&y=920700&z=3&sv=293600,920700&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC936207#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1160","16.3","Creag Thoraraidh","16C","M16C","","404","1325","17","444E","ND040187","ND048226","249","155","ND 04051 18746","grassy mound","190m N of trig point (ND 04081 18556)","obvious summit","","Ma","","15/01/03 00:00:00","Twinned with hill 1161 (Cnoc Coir a'Phuill, ND046202)","304051","918758","58.14726","-3.63169","#http://www.streetmap.co.uk/newmap.srf?x=304051&y=918758&z=3&sv=304051,918758&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND040187#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1161","16.3","Cnoc Coir a'Phuill","16C","M16C","","404","1325","17","444E","ND046202","","344","60","ND 04650 20245","wooden post","","","","Ma=","","28/10/01 00:00:00","Twinned with hill 1160 (Creag Thoraraidh, ND040187)","304650","920257","58.16085","-3.62213","#http://www.streetmap.co.uk/newmap.srf?x=304650&y=920257&z=3&sv=304650,920257&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND046202#","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1162","16.3","Beinn a'Mhadaidh","16C","M16C","","403","1322","10","448S","NC768415","NC793405","256","147","NC 76896 41489","trig point: OS measurement","","","","sMa,Hu","","10/03/07 00:00:00","","276896","941501","58.34466","-4.10475","#http://www.streetmap.co.uk/newmap.srf?x=276896&y=941501&z=3&sv=276896,941501&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC768415#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1163","16.3","Cnoc na Maoile","16C","M16C","","402","1319","17","444E","ND008212","ND000234","246","156","","","","","","Ma","","28/10/01 00:00:00","","300800","921200","58.16847","-3.68793","#http://www.streetmap.co.uk/newmap.srf?x=300800&y=921200&z=3&sv=300800,921200&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=ND008212#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1164","16.3","Meall nan Clach Ruadha","16C","M16C","","336","1102","10","447N 448N","NC605569","NC601517","165","171","NC 60515 56979","cairn","","obvious summit","","Ma","","15/01/03 00:00:00","","260514","956992","58.47876","-4.39377","#http://www.streetmap.co.uk/newmap.srf?x=260514&y=956992&z=3&sv=260514,956992&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC605569#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1165","16.4","Ben Klibreck - Meall nan Con","16D","M16D","","962","3156","16","443","NC585299","NC364332","144","818","NC 58527 29904","trig point in windshelter","","","","Ma,M,Mur","","28/10/01 00:00:00","","258526","929917","58.23517","-4.4112","#http://www.streetmap.co.uk/newmap.srf?x=258526&y=929917&z=3&sv=258526,929917&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC585299#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1166","16.4","Creag Mhor","16D","M16D","","713","2339","16","443","NC698240","NC574250","345","368","NC 69844 24001","trig point","","","","Ma,G","","28/10/01 00:00:00","","269843","924013","58.18567","-4.21532","#http://www.streetmap.co.uk/newmap.srf?x=269843&y=924013&z=3&sv=269843,924013&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC698240#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1167","16.4","Ben Armine - Creag a'Choire Ghlais","16D","M16D","","705","2313","16","443","NC694273","NC689255","462","243","NC 69469 27334","group of three small cairns","","","","Ma,G","","28/10/01 00:00:00","","269468","927346","58.21547","-4.22356","#http://www.streetmap.co.uk/newmap.srf?x=269468&y=927346&z=3&sv=269468,927346&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC694273#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1168","16.4","Beinn Dhorain","16D","M16D","","628","2060","17","444W","NC925156","NC773237","212","416","NC 92547 15644","cairn","","obvious summit","","Ma,G","","28/10/01 00:00:00","","292547","915656","58.11675","-3.82559","#http://www.streetmap.co.uk/newmap.srf?x=292547&y=915656&z=3&sv=292547,915656&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC925156#","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1169","16.4","Beinn Mhealaich","16D","M16D","","592","1942","17","444E","NC961149","NC943166","340","252","NC 96095 14955","cairn","","obvious summit","","Ma","","28/10/01 00:00:00","","296095","914967","58.11083","-3.76498","#http://www.streetmap.co.uk/newmap.srf?x=296095&y=914967&z=3&sv=296095,914967&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC961149#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1170","16.4","Carn Garbh","16D","M16D","","545","1788","17","444W","NC892138","NC 8933 1605","379","166","NC 89276 13779","small mound","","Abney level","","Ma","","15/01/03 00:00:00","","289276","913791","58.09928","-3.88149","#http://www.streetmap.co.uk/newmap.srf?x=289276&y=913791&z=3&sv=289276,913791&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC892138#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1171","16.4","Ben Horn","16D","M16D","","520","1706","17","441E","NC807063","NC744064","166","354","NC 80728 06336","cairn","","obvious summit","","Ma","","15/01/03 00:00:00","","280727","906348","58.03019","-4.02135","#http://www.streetmap.co.uk/newmap.srf?x=280727&y=906348&z=3&sv=280727,906348&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC807063#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1172","16.4","Beinn Lunndaidh","16D","M16D","","446","1463","17","441E","NC791019","NC784049","223","223","NC 79116 01978","trig point","","obvious summit","","Ma","","10/03/07 00:00:00","","279115","901990","57.99063","-4.04639","#http://www.streetmap.co.uk/newmap.srf?x=279115&y=901990&z=3&sv=279115,901990&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC791019#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1173","16.4","Cnoc an Liath-bhaid Mhoir","16D","M16D","","432","1417","16","444W","NC759291","NC728288","276","156","NC 75934 29126","trig point: OS measurement","","","","Ma","","15/01/03 00:00:00","","275933","929138","58.23343","-4.11456","#http://www.streetmap.co.uk/newmap.srf?x=275933&y=929138&z=3&sv=275933,929138&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC759291#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1174","16.4","Creag nam Fiadh","16D","M16D","","387","1270","17","444W","NC841237","NC795213","214","173","NC 84108 23703","trig point: OS measurement","","","","Ma","","28/10/01 00:00:00","","284108","923715","58.18698","-3.97274","#http://www.streetmap.co.uk/newmap.srf?x=284108&y=923715&z=3&sv=284108,923715&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC841237#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1175","16.4","Meall a'Chaise","16D","M16D","","370","1214","16","443","NC651119","NC633149","169","201","NC 65115 11904","stone in grass 300m NE of trig point","","Abney level","","Ma","","28/10/01 00:00:00","","265114","911916","58.07569","-4.2887","#http://www.streetmap.co.uk/newmap.srf?x=265114&y=911916&z=3&sv=265114,911916&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC651119#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1176","16.4","Beinn Domhnaill","16D","M16D","","348","1142","21","441W","NH679966","NC613057","153","195","NH 67963 96666","cairn","accepted summit although ground 450m ESE at NH 68385 96475 could be as high","","","Ma","","15/01/03 00:00:00","","267962","896678","57.93978","-4.23192","#http://www.streetmap.co.uk/newmap.srf?x=267962&y=896678&z=3&sv=267962,896678&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH679966#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1177","16.4","Creag a'Ghobhair","16D","M16D","","346","1135","21","441W","NH655939","NH605975","185","161","NH 65567 93910","cairn","","","","Ma","","28/10/01 00:00:00","","265566","893922","57.91433","-4.27079","#http://www.streetmap.co.uk/newmap.srf?x=265566&y=893922&z=3&sv=265566,893922&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH655939#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1178","16.4","Meall Eachainn","16D","M16D","","343","1125","16","441W","NC618005","NH645971","199","144","","","","","","sMa,Hu","","28/10/01 00:00:00","","261800","900500","57.97221","-4.33813","#http://www.streetmap.co.uk/newmap.srf?x=261800&y=900500&z=3&sv=261800,900500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC618005#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1179","16.4","An Stoc-bheinn","16D","M16D","","336","1102","16","441W","NC641025","NC622023","188","148","","","","","","sMa,Hu","","28/10/01 00:00:00","","264100","902500","57.99087","-4.30044","#http://www.streetmap.co.uk/newmap.srf?x=264100&y=902500&z=3&sv=264100,902500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC641025#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1180","16.4","Meall Dola","16D","M16D","","323","1060","16","441W","NC619069","NC630069","161","162","NC 61991 06944","small cairn","","obvious summit","","Ma","","10/03/07 00:00:00","","261990","906956","58.03021","-4.3387","#http://www.streetmap.co.uk/newmap.srf?x=261990&y=906956&z=3&sv=261990,906956&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC619069#","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1181","16.4","Cnoc Bad an Leathaid","16D","M16D","","284","932","16","448S","NC701354","NC697323","138","146","","","","","","sMa,Hu","","28/10/01 00:00:00","","270100","935400","58.28794","-4.21732","#http://www.streetmap.co.uk/newmap.srf?x=270100&y=935400&z=3&sv=270100,935400&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC701354#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1182","16.4","Creag an Amalaidh","16D","M16D","","261","856","21","441E","NH758975","NH758961","113","148","","","","","","sMa,Hu","","28/10/01 00:00:00","","275800","897500","57.94942","-4.10006","#http://www.streetmap.co.uk/newmap.srf?x=275800&y=897500&z=3&sv=275800,897500&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH758975#","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1183","16.5","Ben More Assynt","16E","M16E","","998","3274","15","442E","NC318201","NC299079","163","835","NC 31831 20136","cairn","cairn 100m S at NC 31840 20045 is lower","","","Ma,M,Mur,CoH","Sutherland(CoH)","28/10/01 00:00:00","","231829","920149","58.13816","-4.85823","#http://www.streetmap.co.uk/newmap.srf?x=231829&y=920149&z=3&sv=231829,920149&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC318201#","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0"
"1184","16.5","Conival","16E","M16E","","987","3238","15","442E","NC303199","NC309200","886","101","NC 30332 19924","shelter","","","","M,Mur,Hu","","20/11/09 00:00:00","","230330","919937","58.13568","-4.8835","#http://www.streetmap.co.uk/newmap.srf?x=230330&y=919937&z=3&sv=230330,919937&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC303199#","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
"1185","16.5","Ben More Assynt West Top","16E","M16E","","974","3196","15","442E","NC315201","","949","25","","","","","","sMur","","28/10/01 00:00:00","","231500","920100","58.13759","-4.86378","#http://www.streetmap.co.uk/newmap.srf?x=231500&y=920100&z=3&sv=231500,920100&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC315201#","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1186","16.5","Ben More Assynt South Top","16E","M16E","","960","3150","15","442E","NC324193","","915","45","","","","","","MT,Mur","","15/01/03 00:00:00","","232400","919300","58.13076","-4.84794","#http://www.streetmap.co.uk/newmap.srf?x=232400&y=919300&z=3&sv=232400,919300&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC324193#","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"1187","16.5","Breabag","16E","M16E","","815","2674","15","439E 442E","NC286157","NC302192","508","307","NC 28657 15705","brass mark in centre of windshelter","","","","Ma,C","","15/01/03 00:00:00","","228655","915718","58.09719","-4.90882","#http://www.streetmap.co.uk/newmap.srf?x=228655&y=915718&z=3&sv=228655,915718&st=4&tl=~&bi=~&lu=N&ar=y#","#http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NC286157#","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0"
