"Hillnumber","Hillname","_Section","Classification","Metres","Feet","Gridref","Gridref10","Colgridref","Colheight","Drop","Feature","Observations","Survey","Revision","Comments","Map","Map25","Xcoord","Ycoord","Latitude","Longitude"
"513","Mile Hill","7","Ma","410","1345","NO311571","NO 31137 57137","NO292572","225","185","small pile of stones","probable summit","","28/10/01 00:00:00","","53","381","331137","757145","56.70091","-3.12619"
"514","Craiglea Hill","7","sMa,Hu","388","1273","NO244567","","NO242581","245","143","","","","28/10/01 00:00:00","","53","381","324400","756700","56.69587","-3.23605"
"515","Cairn-mon-earn","7","Ma","378","1240","NO782919","NO 78262 91920","NO775915","228","150","trig point","","obvious summit","28/10/01 00:00:00","","38 45","396 406E  ","378263","791929","57.01796","-2.35962"
"516","Hill of Goauch","7","sMa,Hu","337","1106","NO662942","","NO633943","188","149","","","","28/10/01 00:00:00","","38 45","406W   ","366200","794200","57.03763","-2.55858"
"517","Hill of Garvock","7","Ma","277","909","NO726691","NO 72665 69180","NO735751","58","219","base of tower","","","15/01/03 00:00:00","","45","382N   ","372666","769188","56.81338","-2.44933"
"518","Ben Macdui","8","Ma,M,Mur,CoH,CoA,CoU","1309","4295","NN988989","NN 98899 98934","NN632842","359","950","trig point: OS measurement","","","10/03/07 00:00:00","Double county/UA top","36 43","403S   ","298898","798943","57.07037","-3.66912"
"519","Braeriach","8","Ma,M,Mur","1296","4252","NN953999","NN 95317 99890","NH973013","1125","461","cairn","","","28/10/01 00:00:00","","36 43","403S   ","295316","799899","57.07815","-3.72856"
"520","Ben Macdui North Top","8","xMT","1295","4249","NN991995","","","1276","19","","","","28/10/01 00:00:00","","36 43","403S   ","299100","799500","57.07541","-3.66601"
"521","Cairn Toul","8","Ma,M,Mur","1291","4236","NN963972","NN 96330 97216","NN946975","1125","166","cairn","","","28/10/01 00:00:00","","36 43","403S   ","296329","797225","57.05437","-3.71075"
"522","Braeriach - Carn na Criche","8","MT,Mur","1265","4150","NN939982","","","1215","50","","","","28/10/01 00:00:00","","36 43","403S   ","293900","798200","57.06257","-3.75119"
"523","Sgor an Lochain Uaine","8","M,Mur,Hu","1258","4127","NN954976","NN 95429 97679","NN958972","1140","118","cairn","","","20/11/09 00:00:00","","36 43","403S   ","295428","797688","57.05832","-3.72579"
"524","Ben Macdui - Stob Coire Sputan Dearg","8","xMT","1249","4098","NN998984","","","1233","16","","","","15/01/03 00:00:00","","36 43","403S   ","299800","798400","57.06569","-3.65403"
"525","Cairn Gorm","8","sMa,M,Mur,Hu","1244","4081","NJ005040","NJ 00520 04058","NH998035","1098","146","cairn","","","22/12/07 00:00:00","","36","403S   ","300519","804067","57.11673","-3.64443"
"526","Braeriach - Stob Coire an Lochain","8","xMT","1235","4052","NN940997","","","1223","12","","","","28/10/01 00:00:00","","36 43","403S   ","294000","799700","57.07606","-3.75018"
"527","Cairn Gorm - Cairn Lochan","8","MT,Mur","1215","3986","NH985025","","","1125","90","","","","28/10/01 00:00:00","","36","403S   ","298500","802500","57.10222","-3.67712"
"528","Cairn Toul - Stob Coire an t-Saighdeir","8","MT,Mur","1213","3980","NN962963","","","1167","46","","","","28/10/01 00:00:00","","36 43","403S   ","296200","796300","57.04603","-3.7125"
"529","Beinn a'Bhuird North Top","8","Ma,M,Mur","1197","3927","NJ092006","NJ 09232 00613","NJ033003","741","456","cairn","","","28/10/01 00:00:00","","36","404S   ","309231","800622","57.0876","-3.49937"
"530","Braeriach - Sron na Lairige","8","MT,Mur","1184","3885","NH964006","NH 96433 00603","","1135","49","cairn","","","28/10/01 00:00:00","","36","403S   ","296432","800612","57.0848","-3.71046"
"531","Beinn Mheadhoin","8","Ma,M,Mur","1182","3878","NJ024016","NJ 02459 01685","NJ008007","928","254","rock tor","","","08/06/09 00:00:00","","36","403S   ","302458","801694","57.09584","-3.6115"
"532","Beinn a'Bhuird South Top","8","MT,Mur","1179","3868","NO092986","","","1128","51","","","","15/01/03 00:00:00","","36 43","404S   ","309200","798600","57.06943","-3.49915"
"533","Beinn a'Bhuird South Top (old GR)","8","xMT","1177","3862","NO090978","","","","","","","","28/10/01 00:00:00","","36 43","404S   ","309000","797800","57.06221","-3.50216"
"534","Cairn Gorm - Stob Coire an t-Sneachda","8","MT,Mur","1176","3858","NH996029","","","1111","65","","","","28/10/01 00:00:00","","36","403S   ","299600","802900","57.10605","-3.65913"
"535","Beinn a'Bhuird - Cnap a'Chleirich","8","MT,Mur","1174","3852","NJ107010","NJ 10762 01005","","1144","30","tor","","Abney level","28/10/01 00:00:00","","36","404S   ","310761","801014","57.09142","-3.47428"
"536","Ben Avon - Leabaidh an Daimh Bhuidhe","8","Ma,M,Mur","1171","3842","NJ131018","NJ 13194 01839","NJ118010","974","197","summit of rock tower","","Abney level","10/03/07 00:00:00","","36","404S   ","313193","801848","57.09937","-3.43445"
"537","Beinn Mheadhoin SW Top [S Top]","8","xMT,sMur","1163","3816","NJ018011","","","1143","20","","","","28/10/01 00:00:00","","36","403S   ","301800","801100","57.09036","-3.62212"
"538","Beinn Bhrotain","8","Ma,M,Mur","1157","3796","NN954922","NN 95413 92283","NN938958","899","258","trig point","ground 25m N at NN 95420 92305 is as high","Abney level","28/10/01 00:00:00","","43","403S   ","295412","792292","57.00987","-3.72381"
"539","Derry Cairngorm","8","sMa,M,Mur,Hu","1155","3789","NO017980","","NO012989","1014","141","","","","28/10/01 00:00:00","","36 43","403S   ","301700","798000","57.06251","-3.62255"
"540","Cairn Gorm - Cnap Coire na Spreidhe","8","MT","1151","3776","NJ013049","","","1135","16","","","","15/01/03 00:00:00","","36","403S   ","301300","804900","57.12438","-3.63187"
"541","Beinn a'Bhuird - A'Chioch","8","xMT","1145","3757","NO097987","","","","","","","","28/10/01 00:00:00","","36 43","404S   ","309700","798700","57.07043","-3.49094"
"542","Cairn Gorm - Fiacaill a'Choire Chais","8","xMT","1141","3743","NH999040","","","","","","","","28/10/01 00:00:00","","36","403S   ","299900","804000","57.11599","-3.65462"
"543","Ben Avon SW Top [S Top]","8","xMT,sMur","1138","3734","NJ125013","","","1115","23","","","","27/01/02 00:00:00","","36","404S   ","312500","801300","57.09432","-3.44569"
"544","Ben Avon - Mullach Lochan nan Gabhar","8","xMT,sMur","1122","3681","NJ143021","NJ 14329 02140","","1098","24","large rock","","Abney level","28/10/01 00:00:00","","36","404S   ","314328","802149","57.10229","-3.41582"
"545","Ben Avon - Stuc Gharbh Mhor","8","xMT,sMur","1120","3675","NJ147013","NJ 14733 01301","","1095","25","rock","","Abney level","28/10/01 00:00:00","","36","404S   ","314732","801310","57.09483","-3.40887"
"546","Ben Macdui - Carn Etchachan","8","MT,sMur","1120","3675","NJ003009","","","1094","26","","","","28/10/01 00:00:00","","36","403S   ","300300","800900","57.08824","-3.64678"
"547","Ben Avon - Clach Choutsaich","8","sMur","1119","3671","NJ143018","","","1098","21","","","","28/10/01 00:00:00","","36","404S   ","314300","801800","57.09915","-3.41616"
"548","Sgor Gaoith","8","Ma,M,Mur","1118","3668","NN903989","NN 90300 98953","NN916955","876","242","cairn","","","10/11/08 00:00:00","","36 43","403S   ","290299","798962","57.06857","-3.81087"
"549","Monadh Mor","8","M,Mur,Hu","1113","3652","NN938942","NN 93866 94208","NN947927","975","138","rock 12m S of cairn","rock is 15cm higher than cairn at NN 93870 94215","Abney level","20/11/09 00:00:00","","36 43","403S   ","293865","794217","57.0268","-3.75008"
"550","Ben Avon - Stuc Garbh Mhor (old GR)","8","xMT","1112","3648","NJ146017","","","","","","","","28/10/01 00:00:00","","36","404S   ","314600","801700","57.09831","-3.41118"
"551","Sgor Gaoith - Sgoran Dubh Mor","8","MT,Mur","1111","3645","NH905002","NH 90500 00268","","1053","58","rock","about 20m N of cairn","","28/10/01 00:00:00","","36","403S   ","290499","800277","57.08042","-3.80815"
"552","Ben Macdui - Sron Riach","8","MT,sMur","1110","3642","NN999977","","","1085","25","","","","28/10/01 00:00:00","","36 43","403S   ","299900","797700","57.05942","-3.6521"
"553","Beinn Bhrotain East Top","8","sMur","1108","3635","NN962923","NN 96261 92337","","1083","25","cairn","","Abney level","28/10/01 00:00:00","","43","403S   ","296260","792346","57.01054","-3.70988"
"554","Derry Cairngorm - Creagan a'Choire Etchachan","8","MT,Mur","1108","3635","NO012996","","","1053","55","","","","15/01/03 00:00:00","","36 43","403S   ","301200","799600","57.07677","-3.63142"
"555","Beinn a'Bhuird - Stob an t'Sluichd","8","MT,sMur","1107","3632","NJ112027","","","1082","25","","","","28/10/01 00:00:00","","36","404S   ","311200","802700","57.10664","-3.46763"
"556","Cairn Gorm - Fiacaill Coire an t-Sneachda","8","xMT","1120","3675","NH988033","","","","","","","","15/01/03 00:00:00","","36","403S   ","298800","803300","57.10947","-3.67249"
"557","Bynack More","8","Ma,M,Mur","1090","3576","NJ041063","NJ 04192 06317","NJ018033","807","283","cairn","","","10/03/07 00:00:00","","36","403N 403S 404N 404S","304191","806326","57.13779","-3.58469"
"558","Ben Avon - Carn Eas","8","MT,sMur","1089","3573","NO122992","","","1067","22","","","","28/10/01 00:00:00","","36 43","404S   ","312200","799200","57.0754","-3.4499"
"559","Beinn a'Chaorainn","8","Ma,M,Mur","1082","3550","NJ045013","NJ 04515 01358","NJ064003","837","245","cairn","","","15/01/03 00:00:00","","36","403S 404S  ","304514","801367","57.09333","-3.57746"
"560","Cairn Gorm - Fiacaill na Leth-choin","8","xMT","1083","3553","NH975024","","","","","","","","28/10/01 00:00:00","","36","403S   ","297500","802400","57.1011","-3.69358"
"561","Beinn Mheadhoin - Stob Coire Etchachan","8","MT,sMur","1082","3550","NJ024005","","","1056","26","","","","28/10/01 00:00:00","","36","403S   ","302400","800500","57.0851","-3.61199"
"562","Ben Avon - Stob Bac an Fhurain","8","xMT","1076","3530","NJ137033","","","","","","","","28/10/01 00:00:00","","36","404S   ","313700","803300","57.11251","-3.42658"
"563","Ben Avon - Stob Dubh an Eas Bhig","8","xMT","1063","3488","NJ133002","","","","","","","","15/01/03 00:00:00","","36","404S   ","313300","800200","57.08459","-3.43211"
"564","Cairn Gorm - Creag an Leth-choin [Lurcher's Crag]","8","MT,Mur","1053","3455","NH968033","","","997","56","","","","28/10/01 00:00:00","","36","403S   ","296800","803300","57.10902","-3.7055"
"565","Sgor Gaoith - Carn Ban Mor","8","MT,Mur","1052","3451","NN893971","NN 89365 97157","","1012","40","cairn","","","28/10/01 00:00:00","","35 36 43","403S   ","289364","797166","57.05222","-3.82549"
"566","Derry Cairngorm - Little Cairngorm","8","xMT","1040","3412","NO020972","","","","","","","","28/10/01 00:00:00","","36 43","403S   ","302000","797200","57.05539","-3.6173"
"567","Carn a'Mhaim","8","Ma,M,Mur","1037","3402","NN994951","NN 99459 95138","NN987972","806","231","cairn","","","10/11/08 00:00:00","","36 43","403S   ","299458","795147","57.0364","-3.65836"
"568","Cairn Gorm - Sron a'Cha-no","8","xMT","1028","3373","NJ016060","","","","","","","","28/10/01 00:00:00","","36","403N 403S  ","301600","806000","57.13432","-3.62735"
"569","Cairn Gorm - Creag an Leth-choin North Top","8","xMT","1026","3366","NH969039","","","","","","","","28/10/01 00:00:00","","36","403S   ","296900","803900","57.11443","-3.70409"
"570","Ben Avon - West Meur Gorm Craig","8","MT,Mur","1023","3356","NJ153036","","","983","40","","","","28/10/01 00:00:00","","36","404S   ","315300","803600","57.1155","-3.40027"
"571","Mullach Clach a'Bhlair","8","M,Mur,Hu","1019","3343","NN882927","NN 88286 92692","NN890949","915","104","cairn","","","20/11/09 00:00:00","","35 43","403S   ","288285","792701","57.01187","-3.84128"
"572","Beinn a'Chaorainn - Beinn a'Chaorainn Bheag","8","MT,Mur","1017","3337","NJ057017","","","955","62","","","","15/01/03 00:00:00","","36","403S 404S  ","305700","801700","57.09657","-3.55802"
"573","Bynack More - A'Choinneach","8","MT,Mur","1017","3337","NJ032048","NJ 03209 04824","","942","75","cairn","","","15/01/03 00:00:00","","36","403S 404S  ","303208","804833","57.12418","-3.60034"
"574","Beinn Mheadhoin - Stacan Dubha","8","MT,sMur","1014","3327","NJ011014","","","989","25","","","","15/01/03 00:00:00","","36","403S   ","301100","801400","57.09291","-3.63378"
"575","The Devil's Point","8","M,Mur","1004","3294","NN976951","NN 97611 95107","","915","89","cairn","","","28/10/01 00:00:00","","36 43","403S   ","297610","795116","57.03572","-3.68879"
"576","Sgor Gaoith - Meall Dubhag","8","MT,Mur","998","3274","NN880955","NN 88044 95543","","966","32","cairn","","","28/10/01 00:00:00","","35 36 43","403S   ","288043","795552","57.03741","-3.84653"
"577","Monadh Mor - Leth-chreag","8","xMT","985","3232","NN921939","NN 92185 93901","","","","small cairn","","obvious summit","10/03/07 00:00:00","","36 43","403S   ","292184","793910","57.02365","-3.77763"
"578","Derry Cairngorm - Sgurr an Lochan Uaine","8","MT,Mur","983","3225","NO025991","","","939","44","","","","28/10/01 00:00:00","","36 43","403S   ","302500","799100","57.07255","-3.6098"
"579","Sgor Gaoith - Meall Buidhe","8","MT,Mur","976","3202","NH891002","NH 89144 00243","","939","37","cairn","","","10/03/07 00:00:00","","35 36","403S   ","289143","800252","57.07987","-3.83049"
"580","Mullach Clach a'Bhlair - Diollaid Coire Eindart","8","xMT","974","3196","NN904927","","","","","","","","28/10/01 00:00:00","","43","403S   ","290400","792700","57.01237","-3.80647"
"581","Ben Avon - Creag an Dail Mhor","8","MT,Mur","972","3189","NO131982","","","910","62","","","","28/10/01 00:00:00","","36 43","404S   ","313100","798200","57.06659","-3.43471"
"582","Bynack More - Bynack Beg","8","MT,sMur","970","3182","NJ036068","","","947","23","","","","15/01/03 00:00:00","","36","403N 403S 404N 404S","303600","806800","57.14193","-3.59463"
"583","Mullach Clach a'Bhlair North Top","8","sMur","953","3127","NN891944","","","933","20","","","","28/10/01 00:00:00","","35 36 43","403S   ","289100","794400","57.02732","-3.82862"
"584","Ben Avon - Big Brae","8","xMT","945","3100","NJ158033","NJ 15898 03303","","","","small rock tor","","Abney level","10/03/07 00:00:00","","36","404S   ","315897","803312","57.11302","-3.39032"
"585","Beinn Bhrotain - Carn Cloich-mhuilinn","8","MT,Mur","942","3091","NN968906","NN 96862 90679","","867","75","cairn","","obvious summit","15/01/03 00:00:00","","43","403S   ","296861","790688","56.99579","-3.69931"
"586","Ben Avon - East Meur Gorm Craig","8","MT,sMur","935","3068","NJ159042","","","914","21","","","","28/10/01 00:00:00","","36","404S   ","315900","804200","57.121","-3.39057"
"587","Beinn Bhreac","8","M,Mur","931","3054","NO058970","NO 05870 97065","","845","86","cairn","","","10/02/03 00:00:00","","36 43","403S 404S  ","305869","797074","57.05506","-3.55349"
"588","Beinn Bhreac West Top","8","MT,sMur","927","3041","NO052972","","NO055971","907","20","","","","08/12/09 00:00:00","","36 43","403S 404S  ","305200","797200","57.05606","-3.56456"
"589","Sgor Gaoith - Geal-charn","8","MT,Mur","920","3018","NH884014","NH 88404 01404","","866","54","cairn","","","28/10/01 00:00:00","","35 36","403S   ","288403","801413","57.09012","-3.84321"
"590","Braeriach - Tom Dubh","8","MT,Mur","918","3012","NN921952","","","878","40","","","","28/10/01 00:00:00","","36 43","403S   ","292100","795200","57.03522","-3.77957"
"591","Mullach Clach a'Bhlair - Druim nam Bo","8","xMT","918","3012","NN874921","","","","","","","","28/10/01 00:00:00","","35 43","403S   ","287400","792100","57.00626","-3.85558"
"592","Ben Avon - Meall Gaineimh","8","CTM,sMur","914","2999","NJ166051","NJ 16683 05106","NJ164052","845","69","tor","","Abney level","15/01/03 00:00:00","","36","404N 404S  ","316682","805115","57.12936","-3.37797"
"593","Culardoch","8","Ma,C,sMur","900","2953","NO193988","NO 19350 98818","NO139971","588","312","trig point","","obvious summit","15/01/03 00:00:00","","36 43","404S   ","319350","798827","57.07336","-3.33188"
"594","Creag Mhor","8","Ma,C","895","2936","NJ057047","NJ 05748 04773","NJ047049","728","167","tiny pile of stones on tor","","","15/01/03 00:00:00","","36","403S 404S  ","305747","804782","57.12421","-3.55835"
"595","Carn Liath","8","Ma,C","862","2828","NO164976","NO 16489 97615","NO179980","652","210","rock 15m NE of small cairn","rock is 15cm higher than small cairn at NO 16480 97605","Abney level","10/03/07 00:00:00","Twinned with hill 596","36 43","404S   ","316488","797624","57.06205","-3.37867"
"596","Creag an Dail Bheag","8","Ma=,CTC,xC","862","2828","NO157981","NO 15734 98150","NO161977","828","34","small cairn","large cairn 275m SE at NO 15900 97925 is lower","Abney level","15/01/03 00:00:00","Twinned with hill 595","36 43","404S   ","315733","798159","57.06672","-3.39129"
