Number,_Section,Name,Section,Region,Area,Metres,Feet,Map 1:50k,Map 1:25k,Grid ref,Col grid ref,Col height,Drop,10-figure grid ref,Feature,Observations,Survey,Date climbed,Classification,County,Revision,Comments,xcoord,ycoord,Latitude,Longitude,Streetmap,Get-a-map,Marilyn,SubMarilyn,Deleted Marilyn,Twin Marilyn,Munro,Munro Top,Deleted Munro Top,Corbett,Corbett Top of Munro,Corbett Top of Corbett,Deleted Corbett,Graham,Graham Top of Munro,Graham Top of Corbett,Graham Top of Graham,SubGraham,Donald,Donald Top,Deleted Donald Top,Murdo,SubMurdo,Hewitt,SubHewitt,Nuttall,Deleted Nuttall,Wainwright,Wainwright Outlying Fell,Buxton & Lewis,Dewey,Birkett,HuMP,Bridge,Trail 100,County Top - Historic,County Top - Administrative,County Top - Current County and Unitary Authority,County Top - London Borough
924,12.1,Carn Faire nan Con,12A,Kyle of Lochalsh to Garve,,370,1214,26,437S,NH395591,NH366632,133,237,NH 39564 59176,slabby small cairn on rock,,obvious summit,,Ma,,15-Jan-03,,239562,859187,57.59409,-4.68596,"http://www.streetmap.co.uk/newmap.srf?x=239562&y=859187&z=3&sv=239562,859187&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH395591,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
925,12.1,Torr Achilty,12A,Kyle of Lochalsh to Garve,,252,827,26,431,NH447550,NH426561,38,214,NH 44766 55078,cairn by Broom bush,,obvious summit,,Ma,,15-Jan-03,,244764,855089,57.55913,-4.5964,"http://www.streetmap.co.uk/newmap.srf?x=244764&y=855089&z=3&sv=244764,855089&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH447550,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
926,12.2,Sgurr na Lapaich,12B,Killilan to Inverness,,1150,3773,25,430,NH160351,NH061287,311,839,NH 16090 35111,trig point: OS measurement,,,,"Ma,M,Mur",,28-Oct-01,,216087,835122,57.36928,-5.05999,"http://www.streetmap.co.uk/newmap.srf?x=216087&y=835122&z=3&sv=216087,835122&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH160351,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
927,12.2,An Riabhachan,12B,Killilan to Inverness,,1129,3704,25,430,NH133344,NH152344,828,301,NH 13366 34469,cairn,,,,"Ma,M,Mur",,15-Jan-03,,213363,834480,57.36241,-5.10473,"http://www.streetmap.co.uk/newmap.srf?x=213363&y=834480&z=3&sv=213363,834480&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH133344,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
928,12.2,An Riabhachan NE Top,12B,Killilan to Inverness,,1125,3691,25,430,NH138347,,,,,,,,,xMT,,15-Jan-03,,213800,834700,57.36466,-5.0977,"http://www.streetmap.co.uk/newmap.srf?x=213800&y=834700&z=3&sv=213800,834700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH138347,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
929,12.2,Sgurr na Lapaich - Sgurr nan Clachan Geala,12B,Killilan to Inverness,,1095,3593,25,430,NH161342,,1032,63,,,,,,"MT,Mur",,28-Oct-01,,216100,834200,57.36111,-5.05914,"http://www.streetmap.co.uk/newmap.srf?x=216100&y=834200&z=3&sv=216100,834200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH161342,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
930,12.2,An Riabhachan SW Top,12B,Killilan to Inverness,,1086,3563,25,430,NH122336,,1073,13,NH 12291 33601,cairn,,,,MT,,15-Jan-03,,212288,833612,57.35418,-5.12191,"http://www.streetmap.co.uk/newmap.srf?x=212288&y=833612&z=3&sv=212288,833612&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH122336,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
931,12.2,An Socach,12B,Killilan to Inverness,,1069,3507,25,429 430,NH100332,NH110335,865,204,NH 10064 33264,trig point,,,,"Ma,M,Mur",,28-Oct-01,,210061,833275,57.35024,-5.1586,"http://www.streetmap.co.uk/newmap.srf?x=210061&y=833275&z=3&sv=210061,833275&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH100332,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
932,12.2,An Socach East Top,12B,Killilan to Inverness,,1059,3474,25,429 430,NH104333,,1038,21,,,,,,sMur,,28-Oct-01,,210400,833300,57.3507,-5.15306,"http://www.streetmap.co.uk/newmap.srf?x=210400&y=833300&z=3&sv=210400,833300&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH104333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
933,12.2,Sgurr na Lapaich - Ruadha na Spreidha,12B,Killilan to Inverness,,1057,3468,25,430,NH163356,,,,,,,,,xMT,,28-Oct-01,,216300,835600,57.37375,-5.05687,"http://www.streetmap.co.uk/newmap.srf?x=216300&y=835600&z=3&sv=216300,835600&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH163356,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
934,12.2,An Riabhachan West Top,12B,Killilan to Inverness,,1040,3412,25,429 430,NH117337,,1001,39,,,,,,"MT,Mur",,28-Oct-01,,211700,833700,57.35483,-5.13179,"http://www.streetmap.co.uk/newmap.srf?x=211700&y=833700&z=3&sv=211700,833700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH117337,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
935,12.2,Sgurr na Lapaich - Braigh a'Choire Bhig (North Top),12B,Killilan to Inverness,,1011,3317,25,415 430,NH156334,,,,,,,,,xMT,,15-Jan-03,,215600,833400,57.35373,-5.06684,"http://www.streetmap.co.uk/newmap.srf?x=215600&y=833400&z=3&sv=215600,833400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH156334,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
936,12.2,Carn nan Gobhar,12B,Killilan to Inverness,,992,3255,25,430,NH181343,NH172347,796,196,NH 18191 34350,cairn,,,,"Ma,M,Mur",,28-Oct-01,,218188,834361,57.3633,-5.02454,"http://www.streetmap.co.uk/newmap.srf?x=218188&y=834361&z=3&sv=218188,834361&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH181343,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
937,12.2,Sgurr na Lapaich - Creag a'Chaorainn,12B,Killilan to Inverness,,972,3189,25,415 430,NH168338,,,,,,,,,xMT,,28-Oct-01,,216800,833800,57.3578,-5.04723,"http://www.streetmap.co.uk/newmap.srf?x=216800&y=833800&z=3&sv=216800,833800&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH168338,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
938,12.2,Sgurr na Lapaich - Braigh a'Choire Bhig,12B,Killilan to Inverness,,964,3163,25,415 430,NH157330,,941,23,,,,,,sMur,,28-Oct-01,,215700,833000,57.35018,-5.06488,"http://www.streetmap.co.uk/newmap.srf?x=215700&y=833000&z=3&sv=215700,833000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH157330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
939,12.2,Carn nan Gobhar - Creag Dubh,12B,Killilan to Inverness,,946,3104,25,430,NH199350,,853,93,NH 19973 35065,cairn,,Abney level,,"MT,Mur",,15-Jan-03,,219970,835076,57.37042,-4.99548,"http://www.streetmap.co.uk/newmap.srf?x=219970&y=835076&z=3&sv=219970,835076&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH199350,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
940,12.2,Aonach Buidhe,12B,Killilan to Inverness,,899,2949,25,414N 429,NH057324,NH077320,425,474,NH 05760 32457,cairn,,,,"Ma,C",,15-Jan-03,,205757,832468,57.34119,-5.22938,"http://www.streetmap.co.uk/newmap.srf?x=205757&y=832468&z=3&sv=205757,832468&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH057324,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
941,12.2,Sguman Coinntich,12B,Killilan to Inverness,,879,2884,25,414N 429,NG977303,NH040322,465,414,NG 97704 30353,cairn on rock,note that trig point 6m SE is about as high,,,"Ma,C",,28-Oct-01,,197701,830364,57.31882,-5.36126,"http://www.streetmap.co.uk/newmap.srf?x=197701&y=830364&z=3&sv=197701,830364&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG977303,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
942,12.2,Faochaig,12B,Killilan to Inverness,,868,2848,25,414N 429,NH021317,NH005301,637,231,NH 02190 31709,cairn,note that rock outcrop on NE top at NH 02615 31975 is not the summit,,,"Ma,C",,15-Jan-03,,202187,831720,57.33294,-5.28799,"http://www.streetmap.co.uk/newmap.srf?x=202187&y=831720&z=3&sv=202187,831720&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH021317,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
943,12.2,Sgorr na Diollaid,12B,Killilan to Inverness,,818,2684,25,430,NH281362,NH253351,509,309,,,,,,"Ma,C",,28-Oct-01,,228100,836200,57.38374,-4.86132,"http://www.streetmap.co.uk/newmap.srf?x=228100&y=836200&z=3&sv=228100,836200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH281362,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
944,12.2,An Cruachan,12B,Killilan to Inverness,,706,2316,25,429,NH093358,NH092348,468,238,NH 09384 35862,large cairn,,,,"Ma,G",,28-Oct-01,,209381,835873,57.37326,-5.1719,"http://www.streetmap.co.uk/newmap.srf?x=209381&y=835873&z=3&sv=209381,835873&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH093358,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
945,12.2,Carn na Breabaig,12B,Killilan to Inverness,,679,2228,25,414N 429,NH066301,NH072309,503,176,NH 06672 30148,cairn on rock,,,,"Ma,G",,22-Dec-07,,206669,830159,57.32087,-5.21244,"http://www.streetmap.co.uk/newmap.srf?x=206669&y=830159&z=3&sv=206669,830159&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH066301,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
946,12.2,Carn Gorm,12B,Killilan to Inverness,,677,2221,26,431,NH328355,NH308358,486,191,NH 32864 35500,cairn,,,,"Ma,G",,28-Oct-01,,232862,835511,57.37923,-4.7817,"http://www.streetmap.co.uk/newmap.srf?x=232862&y=835511&z=3&sv=232862,835511&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH328355,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
947,12.2,Meallan Odhar Doire nan Gillean,12B,Killilan to Inverness,,601,1972,25,430,NH156377,NH144377,423,178,,,,,,"Ma,sG",,15-Jan-03,,215600,837700,57.3923,-5.07007,"http://www.streetmap.co.uk/newmap.srf?x=215600&y=837700&z=3&sv=215600,837700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH156377,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
948,12.2,Beinn Dubh an Iaruinn,12B,Killilan to Inverness,,591,1939,25,430,NH182392,NH159390,355,236,,,,,,Ma,,28-Oct-01,,218200,839200,57.4068,-5.02798,"http://www.streetmap.co.uk/newmap.srf?x=218200&y=839200&z=3&sv=218200,839200&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH182392,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
949,12.2,Carn a'Bhodaich,12B,Killilan to Inverness,,501,1644,26,416N,NH569375,NH364315,214,287,NH 56988 37496,trig point: OS measurement,,,,Ma,,15-Jan-03,,256986,837507,57.40537,-4.38202,"http://www.streetmap.co.uk/newmap.srf?x=256986&y=837507&z=3&sv=256986,837507&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH569375,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
950,12.2,Meall na h-Eilrig,12B,Killilan to Inverness,,465,1526,26,431,NH537326,NH540355,278,187,NH 53710 32606,trig point,,obvious summit,,Ma,,28-Oct-01,,253708,832616,57.36044,-4.43362,"http://www.streetmap.co.uk/newmap.srf?x=253708&y=832616&z=3&sv=253708,832616&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH537326,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
951,12.2,Carn nam Bad,12B,Killilan to Inverness,,457,1499,26,431,NH401339,NH497339,251,206,NH 40174 33913,northerly cairn on rock,,Abney level,,Ma,,15-Jan-03,,240172,833924,57.36762,-4.65923,"http://www.streetmap.co.uk/newmap.srf?x=240172&y=833924&z=3&sv=240172,833924&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH401339,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
952,12.2,Meall Innis an Loichel,12B,Killilan to Inverness,,390,1280,25,430,NH204389,NH199388,219,171,,,,,,Ma,,15-Jan-03,,220400,838900,57.40499,-4.9912,"http://www.streetmap.co.uk/newmap.srf?x=220400&y=838900&z=3&sv=220400,838900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NH204389,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
953,13.1,Liathach - Spidean a'Choire Leith,13A,Loch Torridon to Loch Maree,,1055,3461,25,433,NG929579,NG975573,98,957,NG 92942 57955,cairn,,,,"Ma,M,Mur",,28-Oct-01,,192939,857967,57.56417,-5.46352,"http://www.streetmap.co.uk/newmap.srf?x=192939&y=857967&z=3&sv=192939,857967&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG929579,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
954,13.1,Liathach - Mullach an Rathain,13A,Loch Torridon to Loch Maree,,1023,3356,25,433,NG911576,NG925575,871,152,NG 91187 57679,cairn,,,,"Ma,M,Mur",,15-Jan-03,,191184,857691,57.56089,-5.49257,"http://www.streetmap.co.uk/newmap.srf?x=191184&y=857691&z=3&sv=191184,857691&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG911576,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
955,13.1,Beinn Eighe - Ruadh-stac Mor,13A,Loch Torridon to Loch Maree,,1010,3314,19,433,NG951611,NG934593,378,632,NG 95145 61139,cairn,,obvious summit,,"Ma,M,Mur",,28-Oct-01,,195142,861151,57.59373,-5.42945,"http://www.streetmap.co.uk/newmap.srf?x=195142&y=861151&z=3&sv=195142,861151&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG951611,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
956,13.1,Beinn Eighe - Spidean Coire nan Clach,13A,Loch Torridon to Loch Maree,,993,3258,25,433,NG966597,NG957595,825,168,NG 96618 59764,cairn,,obvious summit,,"Ma,M,Mur",,28-Oct-01,,196615,859776,57.58206,-5.4037,"http://www.streetmap.co.uk/newmap.srf?x=196615&y=859776&z=3&sv=196615,859776&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG966597,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
957,13.1,Beinn Alligin - Sgurr Mhor,13A,Loch Torridon to Loch Maree,,986,3235,19 24,433,NG865612,NG925603,385,601,NG 86567 61258,cairn,,,,"Ma,M,Mur",,15-Jan-03,,186564,861270,57.59082,-5.57278,"http://www.streetmap.co.uk/newmap.srf?x=186564&y=861270&z=3&sv=186564,861270&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG865612,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
958,13.1,Spidean a'Choire Leith (Liathach) - Stob a'Coire Liath Mhor [1933: Bidean Toll a'Mhuic],13A,Loch Torridon to Loch Maree,,983,3225,25,433,NG932581,,932,51,,,,,,"MT,Mur",,28-Oct-01,,193200,858100,57.56559,-5.45934,"http://www.streetmap.co.uk/newmap.srf?x=193200&y=858100&z=3&sv=193200,858100&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG932581,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
959,13.1,Spidean Coire nan Clach (Beinn Eighe) - Sail Mhor,13A,Loch Torridon to Loch Maree,,980,3215,19,433,NG938605,NG939601,864,116,NG 93818 60577,cairn,,Abney level,,"MT,Mur,Hu",,20-Nov-09,Col grid ref updated,193815,860589,57.58808,-5.45113,"http://www.streetmap.co.uk/newmap.srf?x=193815&y=860589&z=3&sv=193815,860589&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG938605,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
960,13.1,Spidean Coire nan Clach (Beinn Eighe) - Coinneach Mhor,13A,Loch Torridon to Loch Maree,,976,3202,19,433,NG944600,NG951603,868,108,NG 94451 60005,cairn,,obvious summit,,"MT,Mur,Hu",,20-Nov-09,Col grid ref updated,194448,860017,57.58324,-5.44008,"http://www.streetmap.co.uk/newmap.srf?x=194448&y=860017&z=3&sv=194448,860017&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG944600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
961,13.1,Spidean Coire nan Clach (Beinn Eighe) - Sgurr Ban,13A,Loch Torridon to Loch Maree,,970,3182,19,433,NG974600,,905,65,,,,,,"MT,Mur",,7-Jul-08,,197400,860000,57.58453,-5.39085,"http://www.streetmap.co.uk/newmap.srf?x=197400&y=860000&z=3&sv=197400,860000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG974600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
962,13.1,Spidean Coire nan Clach (Beinn Eighe) - Sgurr nan Fhir Duibhe,13A,Loch Torridon to Loch Maree,,963,3159,19,433,NG981600,NG978599,845,118,,,,,,"MT,Mur,Hu",,20-Nov-09,Col grid ref updated,198100,860000,57.58484,-5.37916,"http://www.streetmap.co.uk/newmap.srf?x=198100&y=860000&z=3&sv=198100,860000&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG981600,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
963,13.1,Mullach an Rathain (Liathach) - Northern Pinnacles [Meall Dearg],13A,Loch Torridon to Loch Maree,,955,3133,25,433,NG913579,,917,38,,,,,,"MT,Mur",,28-Oct-01,,191300,857900,57.56293,-5.49087,"http://www.streetmap.co.uk/newmap.srf?x=191300&y=857900&z=3&sv=191300,857900&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG913579,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
964,13.1,Beinn Eighe - a'Coinneach Mhor (old GR),13A,Loch Torridon to Loch Maree,,954,3130,19,433,NG950601,,,,NG 95022 60087,small cairn,,obvious summit,,xMT,,28-Oct-01,,195019,860099,57.58424,-5.43062,"http://www.streetmap.co.uk/newmap.srf?x=195019&y=860099&z=3&sv=195019,860099&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG950601,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
965,13.1,Beinn Eighe - Creag Dhubh,13A,Loch Torridon to Loch Maree,,930,3051,19,433,NG983604,,905,25,,,,,,sMur,,28-Oct-01,,198300,860400,57.58852,-5.37615,"http://www.streetmap.co.uk/newmap.srf?x=198300&y=860400&z=3&sv=198300,860400&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG983604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
966,13.1,Beinn Eighe - Creag Dhubh,13A,Loch Torridon to Loch Maree,,929,3048,19,433,NG985607,,,,,,,,,xMT,,28-Oct-01,,198500,860700,57.5913,-5.37306,"http://www.streetmap.co.uk/newmap.srf?x=198500&y=860700&z=3&sv=198500,860700&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG985607,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
967,13.1,Mullach an Rathain (Liathach) - Am Fasarinen,13A,Loch Torridon to Loch Maree,,927,3041,25,433,NG923574,,872,55,NG 92344 57460,cairn,,,,"MT,Mur",,28-Oct-01,,192341,857472,57.55946,-5.47308,"http://www.streetmap.co.uk/newmap.srf?x=192341&y=857472&z=3&sv=192341,857472&st=4&tl=~&bi=~&lu=N&ar=y",http://getamap.ordnancesurvey.co.uk/getamap/frames.htm?mapAction=gaz&gazName=g&gazString=NG923574,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
